"Notes","County","County Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Barbour County, WV","54001",1024,257965,396.953,308.337
,"Berkeley County, WV","54003",3852,1562195,246.576,285.665
,"Boone County, WV","54005",1449,393272,368.447,329.661
,"Braxton County, WV","54007",887,231721,382.788,282.638
,"Brooke County, WV","54009",1837,385313,476.755,309.090
,"Cabell County, WV","54011",5733,1513237,378.857,296.771
,"Calhoun County, WV","54013",473,119659,395.290,277.699
,"Clay County, WV","54015",495,152090,325.465,271.276
,"Doddridge County, WV","54017",432,127933,337.677,303.152
,"Fayette County, WV","54019",3185,732855,434.602,323.016
,"Gilmer County, WV","54021",422,129338,326.277,271.918
,"Grant County, WV","54023",797,187088,426.003,313.756
,"Greenbrier County, WV","54025",2382,559947,425.397,288.499
,"Hampshire County, WV","54027",1095,364452,300.451,257.134
,"Hancock County, WV","54029",2469,492144,501.682,328.579
,"Hardy County, WV","54031",823,216279,380.527,318.251
,"Harrison County, WV","54033",4498,1085686,414.300,307.545
,"Jackson County, WV","54035",1747,460366,379.481,299.380
,"Jefferson County, WV","54037",2082,806175,258.257,281.297
,"Kanawha County, WV","54039",11945,3039793,392.954,291.733
,"Lewis County, WV","54041",1259,262355,479.884,350.302
,"Lincoln County, WV","54043",1247,348344,357.979,335.563
,"Logan County, WV","54045",2465,576782,427.371,365.992
,"McDowell County, WV","54047",1786,359987,496.129,383.974
,"Marion County, WV","54049",3824,895046,427.241,304.253
,"Marshall County, WV","54051",2221,531830,417.615,301.055
,"Mason County, WV","54053",1717,427425,401.708,323.510
,"Mercer County, WV","54055",4255,979966,434.199,310.585
,"Mineral County, WV","54057",1756,438840,400.146,316.044
,"Mingo County, WV","54059",1723,424451,405.936,386.047
,"Monongalia County, WV","54061",3390,1453103,233.294,268.922
,"Monroe County, WV","54063",739,214304,344.837,241.553
,"Morgan County, WV","54065",908,269547,336.861,261.499
,"Nicholas County, WV","54067",1657,414172,400.075,318.322
,"Ohio County, WV","54069",3237,704996,459.152,289.151
,"Pendleton County, WV","54071",564,122435,460.653,266.497
,"Pleasants County, WV","54073",463,121720,380.381,303.672
,"Pocahontas County, WV","54075",559,140594,397.599,272.478
,"Preston County, WV","54077",1898,518074,366.357,306.052
,"Putnam County, WV","54079",2473,867947,284.925,272.198
,"Raleigh County, WV","54081",5131,1238787,414.195,324.677
,"Randolph County, WV","54083",1935,461918,418.906,308.299
,"Ritchie County, WV","54085",709,164718,430.433,318.355
,"Roane County, WV","54087",919,238614,385.141,297.789
,"Summers County, WV","54089",905,218912,413.408,274.141
,"Taylor County, WV","54091",1077,264693,406.886,311.711
,"Tucker County, WV","54093",512,113088,452.745,298.035
,"Tyler County, WV","54095",648,147925,438.060,318.258
,"Upshur County, WV","54097",1401,382999,365.797,294.519
,"Wayne County, WV","54099",2219,672411,330.006,276.243
,"Webster County, WV","54101",616,147048,418.911,312.783
,"Wetzel County, WV","54103",1177,264839,444.421,311.091
,"Wirt County, WV","54105",302,92397,326.850,300.197
,"Wood County, WV","54107",6217,1375469,451.991,349.098
,"Wyoming County, WV","54109",1547,378852,408.339,360.042
,"Adams County, WI","55001",1271,325705,390.230,252.594
,"Ashland County, WI","55003",963,226845,424.519,278.999
,"Barron County, WI","55005",2554,720017,354.714,235.290
,"Bayfield County, WI","55007",778,214544,362.630,227.050
,"Brown County, WI","55009",9202,3686809,249.593,239.748
,"Buffalo County, WI","55011",753,216318,348.099,242.911
,"Burnett County, WI","55013",845,236729,356.948,216.386
,"Calumet County, WI","55015",1552,739183,209.962,213.058
,"Chippewa County, WI","55017",2720,957355,284.116,226.057
,"Clark County, WI","55019",1733,544330,318.373,224.396
,"Columbia County, WI","55021",2635,882138,298.706,239.649
,"Crawford County, WI","55023",943,265630,355.005,240.559
,"Dane County, WI","55025",13641,7271428,187.597,197.779
,"Dodge County, WI","55027",4873,1396801,348.869,263.321
,"Door County, WI","55029",1818,441947,411.362,228.204
,"Douglas County, WI","55031",1911,677941,281.883,226.336
,"Dunn County, WI","55033",1526,667314,228.678,206.408
,"Eau Claire County, WI","55035",3831,1503652,254.780,222.814
,"Florence County, WI","55037",352,73844,476.681,295.832
,"Fond du Lac County, WI","55039",5056,1579763,320.048,237.059
,"Forest County, WI","55041",587,129875,451.973,266.183
,"Grant County, WI","55043",2808,805482,348.611,258.685
,"Green County, WI","55045",1572,572109,274.773,207.537
,"Green Lake County, WI","55047",1290,302441,426.529,261.319
,"Iowa County, WI","55049",1173,373658,313.923,263.131
,"Iron County, WI","55051",518,97540,531.064,246.316
,"Jackson County, WI","55053",1068,299521,356.569,268.974
,"Jefferson County, WI","55055",3197,1296414,246.603,225.060
,"Juneau County, WI","55057",1407,410273,342.942,245.826
,"Kenosha County, WI","55059",7034,2544617,276.427,276.621
,"Kewaunee County, WI","55061",1038,325978,318.426,214.725
,"La Crosse County, WI","55063",4315,1727147,249.834,205.573
,"Lafayette County, WI","55065",732,265211,276.007,211.862
,"Langlade County, WI","55067",1325,316715,418.357,252.004
,"Lincoln County, WI","55069",1619,458324,353.244,231.094
,"Manitowoc County, WI","55071",4334,1258751,344.310,231.615
,"Marathon County, WI","55073",5085,1985134,256.154,197.046
,"Marinette County, WI","55075",2894,663486,436.181,275.477
,"Marquette County, WI","55077",829,240066,345.322,225.464
,"Menominee County, WI","55078",35,8776,398.815,192.169
,"Milwaukee County, WI","55079",43004,14380160,299.051,276.071
,"Monroe County, WI","55081",2157,687082,313.936,261.608
,"Oconto County, WI","55083",1910,588281,324.675,259.344
,"Oneida County, WI","55085",2298,571738,401.932,248.285
,"Outagamie County, WI","55087",6117,2654666,230.424,221.639
,"Ozaukee County, WI","55089",3910,1344930,290.721,225.484
,"Pepin County, WI","55091",465,118493,392.428,251.741
,"Pierce County, WI","55093",1270,630292,201.494,220.739
,"Polk County, WI","55095",2198,687093,319.898,235.975
,"Portage County, WI","55097",2425,1072228,226.165,203.829
,"Price County, WI","55099",1011,228231,442.972,256.468
,"Racine County, WI","55101",8162,3040070,268.481,239.566
,"Richland County, WI","55103",1044,285547,365.614,230.364
,"Rock County, WI","55105",6749,2494119,270.597,238.738
,"Rusk County, WI","55107",962,234122,410.897,250.280
,"St. Croix County, WI","55109",2406,1266595,189.958,212.187
,"Sauk County, WI","55111",3083,950750,324.270,242.204
,"Sawyer County, WI","55113",877,216023,405.975,249.262
,"Shawano County, WI","55115",2265,606996,373.149,238.755
,"Sheboygan County, WI","55117",5881,1741395,337.718,253.000
,"Taylor County, WI","55119",1010,324392,311.352,210.585
,"Trempealeau County, WI","55121",1522,452175,336.595,235.906
,"Vernon County, WI","55123",1803,469193,384.277,264.330
,"Vilas County, WI","55125",1473,307732,478.663,239.256
,"Walworth County, WI","55127",4300,1587571,270.854,235.427
,"Washburn County, WI","55129",1062,250158,424.532,263.050
,"Washington County, WI","55131",4909,2030876,241.718,213.003
,"Waukesha County, WI","55133",14682,5967787,246.021,200.689
,"Waupaca County, WI","55135",3934,828605,474.774,297.784
,"Waushara County, WI","55137",1659,385678,430.152,279.192
,"Winnebago County, WI","55139",6478,2553744,253.667,210.366
,"Wood County, WI","55141",3786,1158893,326.691,215.584
,"Albany County, WY","56001",857,542708,157.912,213.826
,"Big Horn County, WY","56003",682,181547,375.660,267.384
,"Campbell County, WY","56005",935,671103,139.323,268.323
,"Carbon County, WY","56007",690,242186,284.905,287.707
,"Converse County, WY","56009",440,209958,209.566,209.811
,"Crook County, WY","56011",250,106121,235.580,189.381
,"Fremont County, WY","56013",1541,478467,322.070,243.187
,"Goshen County, WY","56015",676,204586,330.423,213.407
,"Hot Springs County, WY","56017",318,74141,428.912,254.122
,"Johnson County, WY","56019",452,128112,352.816,231.657
,"Laramie County, WY","56021",3488,1399797,249.179,238.271
,"Lincoln County, WY","56023",578,270467,213.704,220.387
,"Natrona County, WY","56025",2842,1162059,244.566,232.085
,"Niobrara County, WY","56027",147,38200,384.817,245.806
,"Park County, WY","56029",1178,435013,270.797,194.311
,"Platte County, WY","56031",485,137745,352.100,237.992
,"Sheridan County, WY","56033",1502,444741,337.725,250.166
,"Sublette County, WY","56035",250,138153,180.959,215.188
,"Sweetwater County, WY","56037",1213,652069,186.023,257.483
,"Teton County, WY","56039",321,327180,98.111,137.711
,"Uinta County, WY","56041",607,319545,189.958,258.185
,"Washakie County, WY","56043",399,128625,310.204,215.941
,"Weston County, WY","56045",332,109097,304.316,220.070
"---"
"Dataset: Compressed Mortality, 1999-2016"
"Query Parameters:"
"Hispanic Origin: Hispanic or Latino; Not Hispanic or Latino"
"ICD-10 Codes: I00-I99 (Diseases of the circulatory system)"
"Race: Black or African American; White"
"States: Alabama (01); Arizona (04); Arkansas (05); California (06); Colorado (08); Connecticut (09); Delaware (10); District of"
"Columbia (11); Florida (12); Georgia (13); Idaho (16); Illinois (17); Indiana (18); Iowa (19); Kansas (20); Kentucky (21);"
"Louisiana (22); Maine (23); Maryland (24); Massachusetts (25); Michigan (26); Minnesota (27); Mississippi (28); Missouri (29);"
"Montana (30); Nebraska (31); Nevada (32); New Hampshire (33); New Jersey (34); New Mexico (35); New York (36); North Carolina"
"(37); North Dakota (38); Ohio (39); Oklahoma (40); Oregon (41); Pennsylvania (42); Rhode Island (44); South Carolina (45); South"
"Dakota (46); Tennessee (47); Texas (48); Utah (49); Vermont (50); Virginia (51); Washington (53); West Virginia (54); Wisconsin"
"(55); Wyoming (56)"
"Year: 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016"
"Group By: County"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Dec 4, 2025 1:43:11 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality: Compressed Mortality File 1999-2016 on CDC WONDER Online Database, released June 2017. Data are from the"
"Compressed Mortality File 1999-2016 Series 20 No. 2U, 2016, as compiled from data provided by the 57 vital statistics"
"jurisdictions through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Dec 4, 2025"
"1:43:11 AM"
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"2. Data discontinuity due to county line boundary changes in requested years. See Caveats below for more information."
"3. Deaths for Allen Parish, Louisiana are under reported in years 2006 through 2008. See Caveats below for more information."
"---"
Caveats:
"1. Due to confidentiality constraints, death counts and rates are suppressed when the number of deaths is less than 10. Figures"
"representing infant deaths and births have additional constraints for national and local data. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"3. About population figures for regions, divisions, states and counties: population figures for 1999 are from the 1990-1999"
"series of bridged-race intercensal estimates of the July 1 resident population; population figures for 2000 and 2010 are"
"bridged-race April 1 census counts; population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race"
"intercensal estimates of the July 1 resident population; and population figures for 2011-2015 are bridged-race postcensal"
"estimates of the July 1 resident population, from the Vintage 2015 series released by NCHS on June 28, 2016."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"5. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2000 Standard Population."
"6. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Age-Adjusted Rates."
"7. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"8. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Not Stated."
"9. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Racial Differences."
"10. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2014-Revision."
"11. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/cmf.html#California-Reporting-Anomalies."
"12. Adams County, Colorado (FIPS code 08001) has a discontinuity in the mortality and population data between the years 2002 and"
"2003. This discontinuity occurs because territory in this county has been combined with other territory to form a new county,"
"Broomfield, Colorado (FIPS code 08014). Beginning in 2003 deaths and population counts for this territory are reported with"
"Broomfield county and are no longer included with data for Adams County."
"13. Boulder County, Colorado (FIPS code 08013) has a discontinuity in the mortality and population data between the years 2002"
"and 2003. This discontinuity occurs because territory in this county has been combined with other territory to form a new"
"county, Broomfield, Colorado (FIPS code 08014). Beginning in 2003 deaths and population counts for this territory are reported"
"with Broomfield county and are no longer included with data for Boulder County."
"14. Broomfield, Colorado (FIPS code 08014) data are only available for 2003 and later; for computational purposes, counts and"
"population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not"
"include any data for years prior to 2003, only data for 2003 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Broomfield."
"15. Jefferson County, Colorado (FIPS code 08059) has a discontinuity in the mortality and population data between the years 2002"
"and 2003. This discontinuity occurs because territory in this county has been combined with other territory to form a new"
"county, Broomfield, Colorado (FIPS code 08014). Beginning in 2003 deaths and population counts for this territory are reported"
"with Broomfield county and are no longer included with data for Jefferson County."
"16. Weld County, Colorado (FIPS code 08123) has a discontinuity in the mortality and population data between the years 2002 and"
"2003. This discontinuity occurs because territory in this county has been combined with other territory to form a new county,"
